Student_ID,Age,Study_Hours,Attendance_Percentage,Assignment_Score,Midterm_Score,Final_Score,Projects_Completed,Sleep_Hours,Screen_Time_Hours,Study_Expenses,Travel_Distance_Km
STU0301,-5,4.8,78.1,58.4,66.6,85.5,3,7.5,3.6,2075.39,15.6
STU0302,150,6.1,62.7,87.2,59.1,75.4,1,6.0,5.9,1012.33,21.4
STU0303,99,5.8,92.0,87.0,67.3,70.0,6,5.4,3.4,3942.71,16.0
STU0304,24,8.3,79.0,61.6,72.1,69.4,1,10.3,5.0,2539.13,35.1
STU0305,21,5.0,80.0,80.2,80.1,67.5,3,6.1,6.0,3906.53,27.9
STU0306,22,8.1,86.4,45.5,88.8,68.3,5,6.4,2.0,2958.05,9.9
STU0307,22,7.1,85.5,82.9,68.8,98.2,6,7.8,4.2,1300.52,9.3
STU0308,18,5.0,86.6,63.4,41.4,73.6,0,5.9,5.5,1370.07,11.7
STU0309,17,6.9,65.7,53.6,88.9,99.6,1,7.5,2.5,5872.08,14.5
STU0310,24,4.5,87.6,78.0,44.4,54.7,6,7.0,3.1,3597.03,3.1
STU0311,23,-4.0,62.9,45.4,61.2,21.8,3,5.5,5.5,1952.66,10.3
STU0312,22,30.0,89.7,77.1,60.2,62.1,1,7.1,3.9,3598.58,32.4
STU0313,24,25.0,93.2,55.0,68.2,55.8,4,7.4,2.5,1418.9,1.8
STU0314,19,1.6,68.3,51.8,47.8,44.6,5,5.6,5.1,5063.16,41.7
STU0315,19,5.0,85.3,72.9,47.0,92.1,1,7.7,5.9,1034.49,12.0
STU0316,16,5.3,92.6,69.4,67.7,47.3,5,7.9,9.5,2841.11,15.3
STU0317,23,8.8,77.5,93.9,55.2,79.9,5,5.7,5.2,2287.68,15.9
STU0318,18,4.0,88.7,52.7,89.5,100.0,4,7.6,5.0,2521.23,27.1
STU0319,22,8.4,54.1,92.6,59.2,50.5,6,7.3,4.4,3817.28,16.9
STU0320,17,2.9,93.0,54.9,51.5,66.1,5,6.6,7.3,4792.13,12.7
STU0321,17,8.5,-10.0,85.8,94.7,93.0,4,6.7,5.7,1912.47,4.3
STU0322,22,4.5,150.0,88.6,75.5,62.9,1,7.5,6.7,685.14,28.2
STU0323,21,5.7,125.0,76.8,100.0,75.7,1,6.2,5.4,819.05,16.6
STU0324,18,4.8,99.3,60.1,37.2,80.9,5,7.8,6.8,1950.27,11.3
STU0325,24,8.3,86.9,49.2,71.3,73.0,4,6.0,5.8,2556.32,23.7
STU0326,21,7.9,98.1,42.7,75.8,62.4,1,6.1,2.2,3190.72,7.0
STU0327,21,6.5,66.5,99.8,68.4,56.7,5,5.3,4.4,2831.06,27.2
STU0328,16,3.0,88.7,67.5,62.2,51.4,6,4.8,4.5,4459.89,20.1
STU0329,19,3.9,80.7,55.4,87.9,80.1,0,7.2,5.9,8063.44,15.7
STU0330,21,3.2,74.1,54.9,75.5,58.8,2,4.5,5.3,2661.36,12.5
STU0331,21,0.6,62.7,-20.0,41.0,90.3,6,7.4,7.7,3160.89,14.8
STU0332,20,8.3,88.1,150.0,54.1,97.0,6,6.9,5.8,1520.29,33.7
STU0333,16,4.8,90.8,43.2,49.4,50.3,2,9.5,5.9,2590.78,18.2
STU0334,23,4.8,95.4,85.0,66.1,82.5,3,7.8,3.0,2859.82,44.5
STU0335,20,8.8,93.8,77.0,83.2,100.0,5,7.7,5.3,2763.18,13.1
STU0336,20,4.5,74.3,99.6,61.9,55.5,2,6.1,4.6,1534.71,6.1
STU0337,22,3.7,94.9,89.1,64.0,90.4,0,6.3,0.9,2782.92,31.6
STU0338,19,5.0,96.0,25.5,52.3,79.6,5,6.5,2.4,2653.59,14.0
STU0339,21,3.0,79.4,93.3,80.2,86.3,2,7.0,6.4,3071.62,22.1
STU0340,19,6.3,82.3,90.1,87.7,57.1,2,6.2,6.3,1926.94,16.0
STU0341,18,4.7,72.7,61.0,-15.0,100.0,0,7.7,3.8,2517.78,8.2
STU0342,22,4.4,96.8,65.5,145.0,58.6,4,6.5,3.9,10292.5,50.1
STU0343,23,4.2,66.9,78.2,59.3,80.9,2,8.4,2.7,2590.19,14.5
STU0344,19,5.3,87.3,56.8,45.6,68.9,6,5.9,7.0,5014.96,5.5
STU0345,17,5.7,76.0,68.4,80.9,79.1,3,8.0,3.4,6314.49,32.5
STU0346,18,4.4,70.9,87.0,66.5,53.3,6,9.5,3.9,972.53,9.4
STU0347,16,4.7,63.3,79.8,58.7,49.1,2,9.3,7.0,2196.17,23.9
STU0348,23,5.3,79.8,62.0,69.2,74.9,2,5.9,7.0,2261.87,20.2
STU0349,18,5.1,69.4,87.3,42.6,63.8,0,8.5,4.6,9258.21,1.8
STU0350,22,5.6,82.6,76.5,40.0,63.2,0,4.1,5.0,8501.41,20.4
STU0351,20,4.0,99.7,76.0,69.5,-10.0,5,5.0,5.9,971.81,9.5
STU0352,20,7.7,84.0,64.3,74.9,160.0,3,7.8,4.2,1300.21,2.4
STU0353,22,5.7,100.0,71.9,90.3,90.5,1,7.6,4.8,5544.53,7.1
STU0354,24,4.4,72.2,60.4,82.2,72.0,0,7.8,4.6,1780.19,25.5
STU0355,20,6.3,69.2,42.9,78.2,83.0,1,6.4,6.4,3810.67,16.6
STU0356,16,5.3,71.7,67.8,88.3,79.0,3,5.5,7.8,2168.37,2.9
STU0357,16,1.7,81.3,70.2,75.8,79.9,2,4.6,7.3,1246.11,12.1
STU0358,17,6.3,100.0,74.1,62.5,49.6,5,5.9,7.0,5836.88,4.1
STU0359,21,3.3,65.4,90.2,82.6,89.8,2,7.8,2.8,1558.51,13.3
STU0360,24,7.6,88.2,62.2,82.0,74.6,6,8.1,7.6,2297.95,15.6
STU0361,23,5.0,75.0,66.5,67.9,61.9,-3,7.4,3.6,1195.81,33.4
STU0362,20,7.2,79.8,83.5,48.8,67.9,30,7.3,1.4,1214.55,60.0
STU0363,16,4.1,69.4,60.7,39.4,76.2,6,9.2,3.3,2597.98,6.4
STU0364,22,5.7,90.8,74.3,81.5,73.1,3,8.8,4.8,1346.96,13.7
STU0365,20,8.2,81.6,65.9,75.7,80.2,3,8.2,0.9,6660.38,27.9
STU0366,21,4.9,92.9,68.3,77.9,98.1,0,8.5,6.4,3912.33,1.5
STU0367,22,4.2,83.8,83.4,82.1,52.4,1,7.5,6.7,4187.3,3.5
STU0368,18,6.9,62.7,66.4,53.6,82.8,5,7.6,4.2,2066.58,16.6
STU0369,18,6.9,93.0,83.9,38.0,68.2,0,6.0,2.7,2103.98,19.6
STU0370,20,4.3,61.9,42.7,76.3,89.4,1,7.5,6.8,3335.72,7.0
STU0371,21,1.1,63.3,50.6,87.2,97.6,6,-2.0,3.2,431.11,17.5
STU0372,24,4.2,72.8,37.2,73.6,73.3,0,25.0,1.8,1859.57,13.0
STU0373,20,7.0,73.0,54.5,44.2,80.6,0,7.8,4.9,765.67,4.4
STU0374,16,3.8,96.0,99.9,71.9,90.7,3,6.4,5.1,2898.08,4.1
STU0375,19,5.5,80.3,71.7,50.0,87.0,3,7.9,5.6,1178.79,15.6
STU0376,20,4.1,94.5,61.2,43.3,91.4,2,8.5,6.5,2311.01,12.7
STU0377,20,1.2,76.3,83.7,67.9,64.9,2,5.9,6.8,1404.26,7.8
STU0378,22,4.0,85.2,85.9,70.6,61.2,3,6.7,2.5,6322.82,5.2
STU0379,19,7.0,86.7,53.7,66.4,50.7,3,5.7,0.9,10870.08,35.3
STU0380,16,0.5,89.0,100.0,75.0,66.7,6,6.9,5.9,4537.05,13.7
STU0381,20,6.1,77.4,76.1,55.4,68.6,0,8.7,-5.0,4705.41,37.4
STU0382,22,2.9,78.2,78.0,69.4,67.6,2,7.0,30.0,2431.7,16.0
STU0383,21,6.8,79.0,79.5,60.2,78.4,3,7.8,4.7,1661.98,7.7
STU0384,20,7.1,65.5,79.4,64.0,78.8,1,6.3,3.3,714.35,8.0
STU0385,19,5.1,81.2,62.7,72.3,68.9,1,8.1,8.5,2813.78,14.1
STU0386,17,5.1,78.2,100.0,85.0,75.9,2,6.9,1.0,2055.62,59.5
STU0387,19,3.7,87.8,67.7,72.7,84.1,1,8.0,5.8,2892.5,22.7
STU0388,18,2.5,82.9,86.4,78.0,56.4,5,8.1,2.4,1575.01,32.9
STU0389,16,9.2,95.4,64.9,68.2,85.9,0,5.6,3.7,948.26,21.0
STU0390,23,3.6,82.7,62.2,75.8,59.6,2,6.1,4.1,1177.07,14.0
STU0391,20,8.9,76.4,100.0,84.5,94.5,5,6.5,3.0,-5000.0,10.0
STU0392,19,3.6,82.6,70.4,98.1,72.8,3,9.3,4.5,100000.0,15.7
STU0393,23,6.7,89.2,71.5,87.4,71.1,6,8.8,0.5,900.05,1.9
STU0394,22,3.0,64.3,76.3,67.1,39.6,6,7.1,1.9,1616.93,12.6
STU0395,17,6.7,74.8,100.0,86.3,81.2,5,10.6,1.3,803.44,7.7
STU0396,16,4.8,75.1,100.0,76.8,71.6,1,5.3,2.6,2601.54,17.6
STU0397,19,4.8,86.1,91.3,58.3,73.0,0,6.7,3.4,2645.8,32.0
STU0398,23,6.8,87.3,100.0,77.0,68.4,3,8.5,5.0,2318.69,18.8
STU0399,17,4.5,83.0,57.8,49.9,80.6,4,7.1,3.7,1801.96,24.3
STU0400,18,2.4,57.2,81.8,77.0,84.0,0,5.9,3.3,2931.91,13.0
STU0401,16,7.2,65.5,73.1,96.0,78.2,1,7.5,4.0,3817.49,-20.0
STU0402,16,3.0,79.6,45.5,81.2,92.4,0,10.5,3.6,3924.61,250.0
STU0403,18,6.6,77.0,78.9,87.1,57.8,6,5.9,4.3,5525.07,15.7
STU0404,20,7.6,82.1,64.6,61.9,59.9,4,6.0,4.3,1992.48,20.3
STU0405,18,4.7,77.3,95.0,75.7,76.9,4,5.6,3.4,1708.88,12.1
STU0406,16,8.1,97.3,66.1,79.2,81.3,0,6.5,1.8,4644.16,9.3
STU0407,16,6.6,59.1,65.2,63.1,78.8,6,8.4,4.9,1734.88,11.5
STU0408,23,4.0,85.0,95.0,78.9,48.1,3,9.0,6.7,2175.96,14.0
STU0409,17,8.6,90.3,71.0,75.3,49.6,6,5.4,2.9,1751.27,28.1
STU0410,18,3.0,89.0,89.4,79.1,66.9,5,7.8,4.8,7538.66,24.5
STU0411,17,12.5,89.9,78.4,51.5,39.6,3,8.0,4.1,3656.34,17.0
STU0412,18,13.0,91.3,78.6,88.4,74.4,4,6.1,6.2,1195.85,18.4
STU0413,22,12.8,76.0,68.3,75.2,68.7,2,8.0,3.3,2497.81,18.4
STU0414,16,13.2,71.0,79.5,66.1,54.5,2,7.5,4.6,3253.42,36.6
STU0415,23,12.6,61.7,70.0,66.5,60.6,3,8.4,4.8,1204.85,9.6
STU0416,17,6.0,78.4,59.9,67.4,71.9,2,4.1,5.5,3147.44,30.0
STU0417,18,4.9,74.2,70.4,54.7,44.6,3,7.4,2.8,2266.43,3.9
STU0418,24,1.5,93.6,91.3,87.0,59.7,1,8.1,5.6,1127.42,12.3
STU0419,22,2.6,79.1,80.0,83.4,65.5,3,8.4,3.9,1041.65,9.2
STU0420,19,9.4,71.7,83.5,84.5,64.9,1,8.0,6.0,6086.28,17.2
STU0421,20,1.5,70.1,72.0,92.2,65.4,5,5.4,4.2,30000.0,36.8
STU0422,17,3.8,100.0,42.9,71.0,93.1,4,8.9,7.5,35000.0,14.4
STU0423,23,8.0,81.8,53.7,41.5,86.1,2,8.0,1.8,28000.0,13.9
STU0424,19,6.0,74.2,67.7,78.1,59.1,5,7.0,6.1,40000.0,7.2
STU0425,24,7.5,83.2,55.0,77.5,52.4,5,7.0,5.6,32000.0,17.4
STU0426,20,6.7,100.0,64.1,92.9,63.0,6,9.3,5.9,3094.44,12.5
STU0427,24,8.7,78.1,63.6,85.3,90.9,6,7.9,7.1,4506.93,5.3
STU0428,19,6.1,88.9,64.0,70.1,33.8,4,7.2,1.4,2800.81,9.9
STU0429,20,7.0,93.9,93.6,65.7,71.4,0,5.9,9.3,2014.85,13.3
STU0430,24,3.9,63.1,71.2,84.1,64.8,0,6.7,6.0,5910.35,11.3
STU0431,23,6.8,75.6,86.0,25.5,90.4,5,5.9,8.9,4020.57,70.0
STU0432,18,4.6,92.6,74.5,71.9,86.7,5,4.7,8.7,1645.69,75.0
STU0433,16,4.5,75.0,93.2,83.1,45.0,6,7.3,5.9,2229.15,80.0
STU0434,18,7.5,86.1,87.3,66.1,90.3,4,4.7,5.5,5818.88,65.0
STU0435,19,7.5,74.4,63.1,61.9,30.3,3,6.2,6.5,6622.29,90.0
STU0436,17,9.2,77.5,100.0,72.7,80.4,3,6.6,0.5,2226.55,4.1
STU0437,16,9.1,76.3,65.2,89.6,81.9,2,5.1,4.8,3432.19,9.0
STU0438,22,7.5,88.4,75.0,75.2,98.6,4,8.3,6.9,3160.93,20.1
STU0439,23,1.7,84.0,77.7,57.2,73.9,0,6.9,8.1,1222.74,60.0
STU0440,22,9.5,83.0,79.3,87.5,58.7,4,4.0,4.4,3482.16,10.2
STU0441,20,7.5,100.0,83.9,90.6,52.9,4,8.1,5.7,617.11,9.7
STU0442,16,3.8,99.4,60.6,55.1,94.8,6,9.3,6.1,4515.92,7.8
STU0443,22,7.1,62.2,82.7,100.0,98.9,2,7.2,4.8,3507.24,3.3
STU0444,22,3.2,77.6,80.7,68.0,62.4,3,7.8,3.1,349.77,15.3
STU0445,24,6.9,100.0,72.0,83.2,70.4,5,7.4,3.7,1335.28,27.7
STU0446,18,2.6,76.3,69.2,79.6,93.2,0,7.7,2.9,795.67,19.3
STU0447,24,3.7,100.0,59.9,56.8,83.1,2,6.3,2.0,1283.83,11.2
STU0448,16,7.1,77.7,79.2,60.8,66.8,0,6.0,4.7,2727.0,5.1
STU0449,16,7.9,79.7,62.1,69.1,57.1,0,5.6,9.4,7758.35,8.4
STU0450,19,6.2,90.6,75.6,38.1,55.7,3,7.2,5.5,3498.3,20.5
STU0451,24,4.9,81.1,70.5,81.1,86.2,5,7.8,4.4,1953.02,11.6
STU0452,21,0.8,86.9,52.0,37.7,63.8,5,7.8,5.7,3985.35,42.6
STU0453,18,5.0,97.7,58.0,68.2,63.1,6,6.5,3.3,3740.57,17.7
STU0454,16,6.7,89.6,78.1,57.3,80.4,3,6.7,1.7,6401.99,19.3
STU0455,19,4.8,83.4,64.1,77.3,71.4,2,6.7,3.6,4309.03,10.6
STU0456,24,5.5,98.7,63.6,32.7,76.6,1,6.3,2.7,2509.1,17.2
STU0457,18,5.1,90.8,60.5,41.4,64.5,2,4.5,1.3,939.16,10.6
STU0458,24,4.8,74.7,61.0,58.5,63.8,2,6.7,3.9,6010.86,15.3
STU0459,22,5.7,100.0,96.6,76.3,57.5,1,6.6,6.0,2306.23,22.4
STU0460,19,4.9,88.4,55.2,71.5,82.1,0,6.9,5.8,1403.1,6.0
STU0461,18,8.7,79.9,94.1,84.8,71.4,4,6.3,5.5,688.33,17.7
STU0462,20,0.6,61.8,67.0,69.7,75.0,1,7.4,8.3,1184.23,15.0
STU0463,20,4.3,68.2,62.2,67.7,52.7,4,10.5,3.9,3247.32,38.9
STU0464,18,3.6,99.0,77.8,50.9,81.8,0,8.0,5.9,1940.93,7.3
STU0465,24,6.0,99.4,72.8,64.4,75.3,1,6.4,4.2,4763.32,12.6
STU0466,19,5.7,82.9,69.0,67.7,82.4,3,6.7,7.8,7163.44,9.1
STU0467,20,9.1,64.3,75.3,35.1,75.9,2,6.9,3.4,624.15,5.4
STU0468,19,9.8,71.1,72.6,53.8,74.9,1,7.2,6.5,1290.11,15.6
STU0469,20,3.8,65.8,68.8,75.4,39.1,1,7.0,5.5,2735.81,2.4
STU0470,22,5.5,65.4,86.0,70.9,89.3,0,6.4,7.4,6543.61,10.3
STU0471,24,5.9,100.0,50.3,64.0,47.6,3,6.3,5.0,1450.23,10.5
STU0472,22,3.7,100.0,58.3,58.3,87.6,1,7.8,4.5,2894.61,9.2
STU0473,20,6.9,70.8,60.2,40.1,68.8,3,6.7,4.3,1230.67,8.0
STU0474,22,5.0,81.9,56.1,33.2,42.7,4,7.7,4.7,2366.99,3.7
STU0475,20,3.2,69.2,73.3,63.1,68.5,1,6.7,1.3,2734.41,11.2
STU0476,18,4.9,81.8,79.6,91.8,44.5,3,4.7,4.0,2023.95,26.7
STU0477,22,3.3,98.4,42.6,68.6,88.8,2,5.6,3.8,7248.67,17.2
STU0478,17,7.8,92.8,64.9,84.3,61.2,0,4.9,2.7,5419.22,18.0
STU0479,24,9.7,90.1,67.2,49.2,52.3,5,7.3,3.9,2031.61,19.1
STU0480,16,6.0,80.1,67.7,72.5,81.2,3,4.8,3.2,2110.25,12.9
STU0481,21,5.7,94.6,52.7,56.7,69.3,0,6.4,4.0,4197.23,7.8
STU0482,22,5.8,88.5,67.3,56.1,78.8,5,6.5,6.2,2578.55,33.8
STU0483,23,8.1,86.0,58.3,79.9,68.1,1,6.7,6.3,2520.62,9.2
STU0484,24,8.1,80.8,67.0,66.1,89.7,1,8.1,8.2,1599.55,25.1
STU0485,17,5.2,85.2,46.2,45.8,63.2,4,8.4,5.6,3689.59,10.9
STU0486,17,6.1,84.9,67.1,69.6,43.2,0,6.0,2.0,1649.41,6.9
STU0487,20,6.9,76.6,61.2,56.5,51.4,2,7.0,4.3,1649.08,28.1
STU0488,20,3.0,74.3,68.1,44.9,77.4,6,6.5,3.7,3016.93,8.9
STU0489,21,8.2,72.0,76.5,52.1,58.8,2,7.5,3.0,2739.05,24.9
STU0490,18,9.3,72.7,71.3,100.0,91.8,3,6.9,7.1,2555.53,18.7
STU0491,23,8.1,80.1,83.9,87.4,50.1,2,7.6,5.9,768.49,11.5
STU0492,16,2.8,78.5,66.6,35.8,87.3,5,5.5,5.1,2918.3,3.5
STU0493,21,1.2,75.8,81.3,65.0,62.6,0,7.3,2.0,678.11,16.6
STU0494,19,7.1,75.1,88.9,66.2,92.2,1,5.2,4.8,4858.79,14.9
STU0495,16,3.8,84.9,76.1,63.7,78.6,0,6.0,9.7,1744.53,19.7
STU0496,22,6.1,95.8,71.7,57.4,73.3,0,7.1,3.3,2772.14,29.3
STU0497,24,8.9,81.9,78.2,80.0,81.3,1,4.5,4.6,1713.71,36.7
STU0498,19,4.1,81.2,76.6,83.1,90.9,5,4.2,7.8,3053.7,17.2
STU0499,19,4.7,72.7,87.0,84.8,69.1,0,5.5,4.1,1142.27,8.3
STU0500,21,6.1,79.8,83.9,73.3,38.1,2,5.8,4.1,8326.61,24.7
STU0501,18,2.6,93.9,84.1,77.7,90.4,3,5.9,4.5,1599.93,9.5
STU0502,21,3.8,92.4,72.7,62.5,65.4,6,6.3,5.7,4418.18,2.6
STU0503,22,5.6,91.7,77.1,42.8,100.0,3,7.4,3.1,1211.36,11.2
STU0504,18,4.8,91.4,76.8,42.4,59.8,0,9.5,6.8,1936.9,9.7
STU0505,22,6.8,86.4,53.9,54.4,63.5,5,6.2,4.2,1535.39,17.7
STU0506,18,11.6,86.0,88.0,64.8,82.7,1,7.5,5.4,1695.73,41.1
STU0507,17,5.7,84.4,47.0,47.5,82.9,4,8.6,4.2,3291.37,29.6
STU0508,19,3.6,77.8,82.7,49.9,77.2,5,8.4,2.3,3387.55,34.5
STU0509,23,8.6,82.8,76.0,61.9,60.5,0,6.0,0.6,3258.43,5.2
STU0510,24,2.0,84.2,67.7,81.8,50.3,0,8.1,5.5,1418.1,40.5
STU0511,22,2.4,88.3,77.9,73.3,58.5,4,8.7,1.4,2719.79,15.8
STU0512,16,4.2,83.0,78.3,54.2,44.2,3,9.0,6.5,1442.12,20.5
STU0513,18,4.9,100.0,52.4,68.7,100.0,5,9.0,5.3,6484.5,7.2
STU0514,24,4.1,69.9,93.2,46.7,52.6,3,5.6,9.0,1369.86,28.6
STU0515,16,5.4,89.5,73.1,54.2,65.0,6,7.3,3.8,1839.48,12.0
STU0516,24,6.1,81.6,100.0,41.5,81.8,4,6.1,8.5,2596.15,8.6
STU0517,23,7.9,82.0,83.8,74.9,70.1,1,5.3,4.4,1287.1,9.8
STU0518,16,5.7,73.9,72.7,63.5,59.9,6,7.6,6.9,3774.05,9.5
STU0519,21,4.3,92.2,61.6,65.5,67.5,0,7.3,6.1,5157.47,19.2
STU0520,20,7.7,88.5,70.3,80.9,59.7,2,7.2,1.3,1408.05,6.0
STU0521,21,3.7,90.3,74.2,52.0,65.7,3,6.4,11.4,1608.24,7.3
STU0522,20,1.9,83.7,94.0,75.5,76.6,3,10.2,8.2,5432.46,11.0
STU0523,21,8.2,78.8,90.4,99.8,52.4,5,9.0,5.8,2746.58,4.4
STU0524,20,8.0,81.3,78.8,52.3,88.4,6,6.5,7.7,2166.28,24.8
STU0525,20,3.8,86.3,98.5,43.0,71.2,6,7.0,5.5,1523.35,21.5
STU0526,19,4.6,61.9,41.8,47.9,60.1,3,7.6,6.8,1966.73,9.9
STU0527,18,3.5,90.7,78.9,74.2,64.6,1,8.3,5.3,2272.98,12.9
STU0528,18,6.2,100.0,90.8,95.9,89.8,4,7.6,2.9,3788.49,20.1
STU0529,19,9.3,86.8,80.2,95.3,83.9,1,7.1,4.8,2495.57,9.3
STU0530,24,7.0,79.2,52.0,81.5,74.1,3,5.2,4.0,1383.59,15.4
STU0531,17,7.8,80.4,92.8,82.1,59.8,5,9.6,6.3,1779.71,16.5
STU0532,24,7.3,89.1,83.4,75.4,79.7,0,6.2,2.9,1208.72,29.2
STU0533,16,5.5,79.4,77.1,79.6,70.2,3,8.4,5.3,2293.78,24.9
STU0534,16,7.9,90.7,73.3,72.9,99.7,0,7.0,2.2,10821.25,18.2
STU0535,20,7.1,80.3,100.0,55.2,69.4,5,8.6,6.5,12508.0,14.4
STU0536,21,8.7,99.1,78.7,95.4,98.6,0,5.3,2.6,3092.62,5.9
STU0537,21,4.5,98.9,68.4,89.4,73.3,3,6.2,6.2,853.83,28.1
STU0538,18,1.7,78.7,59.8,55.6,52.4,3,6.8,5.2,4564.19,17.1
STU0539,22,7.8,81.2,83.4,78.4,100.0,0,5.8,7.1,3857.46,39.6
STU0540,24,6.3,81.8,86.8,91.4,45.4,1,6.3,4.7,14337.37,22.3
STU0541,23,4.8,81.9,72.8,74.7,36.4,1,8.7,6.6,2624.19,16.1
STU0542,21,5.0,72.5,63.6,64.7,34.7,5,7.7,5.3,1896.37,12.2
STU0543,23,11.1,71.1,92.0,90.9,100.0,1,8.9,5.9,1306.4,5.4
STU0544,20,4.1,94.5,58.7,72.1,100.0,6,7.1,1.4,4266.82,17.0
STU0545,23,3.6,92.9,100.0,58.0,72.4,2,6.8,3.7,2212.62,7.0
STU0546,19,5.7,92.7,61.0,49.6,77.4,0,5.3,4.7,2116.6,45.4
STU0547,23,8.1,81.3,52.8,21.1,74.3,2,8.4,7.7,1802.43,8.7
STU0548,17,10.5,100.0,54.7,99.6,39.9,2,6.8,5.7,10447.27,11.1
STU0549,20,6.9,81.8,55.4,54.6,94.8,6,7.3,1.6,1912.32,15.2
STU0550,24,2.7,90.6,68.5,83.4,92.6,0,6.3,5.9,3941.58,14.0
STU0551,19,9.8,68.1,65.0,53.3,49.1,2,10.7,3.2,3376.18,8.2
STU0552,21,5.5,79.7,87.4,70.7,75.5,5,7.2,3.4,589.38,13.1
STU0553,16,3.7,80.4,85.2,75.2,68.8,5,6.1,4.9,10537.08,35.9
STU0554,24,3.1,81.3,68.6,48.2,66.4,0,5.5,5.6,749.74,17.4
STU0555,16,7.3,68.7,100.0,83.3,58.5,4,7.7,3.4,1391.79,15.2
STU0556,20,6.0,89.0,68.4,64.8,68.1,4,6.0,1.5,1796.98,2.7
STU0557,19,6.3,92.3,70.4,76.8,61.0,6,6.4,4.6,1560.31,16.6
STU0558,18,8.3,74.6,52.8,91.3,88.1,0,5.0,4.6,2154.21,35.6
STU0559,21,3.7,70.5,70.8,79.8,69.5,0,7.1,7.9,1513.58,5.6
STU0560,17,8.5,74.3,76.5,66.5,58.2,0,7.1,5.1,6038.19,12.7
STU0561,18,4.4,87.0,54.2,99.1,69.6,1,9.4,7.4,3670.66,12.0
STU0562,20,10.3,76.0,64.5,67.3,67.6,0,6.3,9.2,1669.99,33.3
STU0563,24,6.8,80.7,76.9,69.5,66.9,5,4.1,2.8,1451.31,7.9
STU0564,17,3.5,71.3,64.1,65.4,81.5,5,6.7,7.9,1731.67,8.4
STU0565,23,1.0,100.0,61.0,48.4,65.3,3,8.7,6.9,1388.06,4.9
STU0566,17,7.3,82.7,83.7,46.6,60.3,4,7.8,0.6,1146.8,14.4
STU0567,20,4.7,93.5,52.8,59.1,46.9,4,8.4,4.6,4591.98,32.9
STU0568,22,5.2,86.9,55.7,51.8,69.9,6,7.6,6.4,1940.0,12.4
STU0569,23,7.2,81.6,74.7,63.6,91.2,0,6.4,5.7,3232.02,9.3
STU0570,16,7.7,81.1,84.7,81.2,67.9,4,5.5,8.3,2607.95,37.1
STU0571,21,8.2,74.7,76.6,61.5,61.5,0,5.7,6.2,6414.23,10.4
STU0572,16,2.9,77.5,68.6,71.5,57.1,0,6.2,2.1,4473.87,15.8
STU0573,17,8.6,71.9,67.4,59.9,40.7,4,7.8,6.6,3162.66,11.2
STU0574,16,4.2,70.8,87.2,100.0,90.0,4,6.9,2.7,11114.7,24.4
STU0575,20,0.5,100.0,84.9,92.1,78.2,3,4.7,3.9,1580.82,19.4
STU0576,24,2.9,84.8,72.7,64.0,83.1,6,7.4,7.2,2212.83,7.9
STU0577,21,6.0,96.7,67.8,72.4,74.3,2,8.6,7.0,3822.18,23.7
STU0578,16,3.3,74.1,72.5,46.6,56.3,3,4.9,5.1,4328.0,14.1
STU0579,16,5.3,69.5,61.1,64.6,64.6,3,7.7,3.6,1412.17,29.5
STU0580,17,6.2,72.2,69.7,58.4,61.5,4,4.3,4.6,2445.49,16.7
STU0581,24,5.1,77.8,64.7,79.9,62.9,6,5.9,4.8,2536.35,9.7
STU0582,18,4.4,82.4,70.5,53.1,63.0,5,5.3,3.9,11372.15,13.2
STU0583,16,2.7,80.5,65.2,94.5,88.8,6,7.9,7.3,3845.14,11.0
STU0584,20,5.5,74.3,79.9,67.0,100.0,3,9.2,4.2,5046.89,21.3
STU0585,22,1.0,82.9,84.3,54.1,55.2,5,8.4,4.5,1942.09,5.0
STU0586,21,4.0,83.8,66.3,68.5,67.1,4,8.3,4.5,1534.94,13.1
STU0587,16,3.5,89.0,59.8,79.8,73.7,1,5.8,6.4,1898.09,4.4
STU0588,20,5.0,96.7,82.7,76.3,53.3,0,7.8,5.5,3569.38,16.8
STU0589,20,5.0,78.4,74.8,70.5,70.9,2,7.3,5.4,6521.96,23.0
STU0590,21,7.6,94.2,66.5,82.0,76.0,5,5.5,3.1,991.72,10.5
STU0591,18,9.0,82.7,92.6,81.1,68.7,1,8.4,5.5,9060.06,12.6
STU0592,20,3.0,66.7,63.5,81.1,80.7,5,7.6,6.5,4447.83,18.9
STU0593,22,9.9,99.8,42.1,63.6,70.0,0,6.7,4.3,4792.1,8.8
STU0594,20,3.8,100.0,61.4,63.5,21.3,0,8.1,5.3,4588.27,10.8
STU0595,20,5.9,88.2,96.3,64.7,53.7,6,7.2,6.8,1919.91,6.3
STU0596,20,6.6,82.9,67.2,60.1,94.4,2,8.6,3.4,2300.72,11.0
STU0597,18,10.9,79.3,64.3,69.7,78.8,3,9.5,3.4,3890.69,33.3
STU0598,16,4.3,77.4,72.4,67.9,21.5,0,6.6,4.8,2125.21,29.9
STU0599,20,1.5,94.1,87.2,94.5,44.3,2,6.6,6.6,2910.87,9.1
STU0600,24,8.8,81.8,70.8,59.9,82.3,5,6.4,0.5,1623.98,12.9
STU0601,16,3.7,98.7,80.9,52.2,60.2,5,7.0,4.6,4131.44,23.4
STU0602,18,4.7,82.3,69.2,78.3,24.1,5,8.8,3.6,2281.27,12.3
